"var","source","n_total","n_observed","pct_observed","n_positive","n_zero","keep_obs","keep_pos","keep_zero","keep_all","status","drop_reason"
"SOCTRN","ASDB",6166,2907,0.471456373662018,2415,492,TRUE,TRUE,TRUE,TRUE,"kept",""
"SOCWKSYS","ASDB",6166,3736,0.605903340901719,626,3110,TRUE,TRUE,TRUE,TRUE,"kept",""
"SPCICBD","ASDB",6166,3736,0.605903340901719,1,3140,TRUE,FALSE,TRUE,FALSE,"dropped","low_pos;"
"SPCICHOS","ASDB",6166,3736,0.605903340901719,771,2965,TRUE,TRUE,TRUE,TRUE,"kept",""
"SPECTHOS","ASDB",6166,3736,0.605903340901719,1440,2296,TRUE,TRUE,TRUE,TRUE,"kept",""
"SPHSSYS","ASDB",6166,3736,0.605903340901719,253,3483,TRUE,TRUE,TRUE,TRUE,"kept",""
"SPORTSYS","ASDB",6166,3736,0.605903340901719,906,2830,TRUE,TRUE,TRUE,TRUE,"kept",""
"SRADHOS","ASDB",6166,3736,0.605903340901719,852,2884,TRUE,TRUE,TRUE,TRUE,"kept",""
"STRCSYS","ASDB",6166,3736,0.605903340901719,753,2983,TRUE,TRUE,TRUE,TRUE,"kept",""
"SUPPGSYS","ASDB",6166,3736,0.605903340901719,807,2929,TRUE,TRUE,TRUE,TRUE,"kept",""
"SWBDSYS","ASDB",6166,3736,0.605903340901719,422,3314,TRUE,TRUE,TRUE,TRUE,"kept",""
"SYSADDR","ASDB",6166,4174,0.676938047356471,0,0,TRUE,FALSE,FALSE,FALSE,"dropped","low_pos;low_zero;"
"SYSAREA","ASDB",6166,4174,0.676938047356471,0,0,TRUE,FALSE,FALSE,FALSE,"dropped","low_pos;low_zero;"
"SYSCITY","ASDB",6166,4174,0.676938047356471,0,0,TRUE,FALSE,FALSE,FALSE,"dropped","low_pos;low_zero;"
"SYSID","ASDB",6166,4174,0.676938047356471,0,0,TRUE,FALSE,FALSE,FALSE,"dropped","low_pos;low_zero;"
"SYSNAME","ASDB",6166,4174,0.676938047356471,0,0,TRUE,FALSE,FALSE,FALSE,"dropped","low_pos;low_zero;"
"SYSST","ASDB",6166,4174,0.676938047356471,0,0,TRUE,FALSE,FALSE,FALSE,"dropped","low_pos;low_zero;"
"SYSTELN","ASDB",6166,4174,0.676938047356471,0,0,TRUE,FALSE,FALSE,FALSE,"dropped","low_pos;low_zero;"
"SYSTEM_PRIMARY_CONTACT","ASDB",6166,4165,0.675478430100551,0,0,TRUE,FALSE,FALSE,FALSE,"dropped","low_pos;low_zero;"
"SYSTITLE","ASDB",6166,4165,0.675478430100551,0,0,TRUE,FALSE,FALSE,FALSE,"dropped","low_pos;low_zero;"
"SYSZIP","ASDB",6166,4174,0.676938047356471,0,0,TRUE,FALSE,FALSE,FALSE,"dropped","low_pos;low_zero;"
"TCTOT","ASDB",6166,2852,0.462536490431398,169,1486,TRUE,TRUE,TRUE,TRUE,"kept",""
"TEENSSYS","ASDB",6166,3736,0.605903340901719,650,3086,TRUE,TRUE,TRUE,TRUE,"kept",""
"TISUSYS","ASDB",6166,3736,0.605903340901719,600,3136,TRUE,TRUE,TRUE,TRUE,"kept",""
"TOBSYS","ASDB",6166,3736,0.605903340901719,797,2939,TRUE,TRUE,TRUE,TRUE,"kept",""
"TPORTSYS","ASDB",6166,3736,0.605903340901719,570,3166,TRUE,TRUE,TRUE,TRUE,"kept",""
"TRAUMSYS","ASDB",6166,3736,0.605903340901719,701,3035,TRUE,TRUE,TRUE,TRUE,"kept",""
"ULTSNHOS","ASDB",6166,3736,0.605903340901719,3053,683,TRUE,TRUE,TRUE,TRUE,"kept",""
"URGCCSYS","ASDB",6166,3736,0.605903340901719,1100,2636,TRUE,TRUE,TRUE,TRUE,"kept",""
"VCMMSYS","ASDB",6166,3736,0.605903340901719,632,3104,TRUE,TRUE,TRUE,TRUE,"kept",""
"VLAB","ASDB",6166,2654,0.430424910801168,346,1356,TRUE,TRUE,TRUE,TRUE,"kept",""
"VOLSVSYS","ASDB",6166,3736,0.605903340901719,641,3095,TRUE,TRUE,TRUE,TRUE,"kept",""
"VRAD","ASDB",6166,2654,0.430424910801168,290,1154,TRUE,TRUE,TRUE,TRUE,"kept",""
"VRCSSYS","ASDB",6166,3736,0.605903340901719,629,3107,TRUE,TRUE,TRUE,TRUE,"kept",""
"VWRKSYS","ASDB",6166,3736,0.605903340901719,643,3093,TRUE,TRUE,TRUE,TRUE,"kept",""
"WMGTSYS","ASDB",6166,3736,0.605903340901719,734,3002,TRUE,TRUE,TRUE,TRUE,"kept",""
"WOMHCSYS","ASDB",6166,3736,0.605903340901719,846,2890,TRUE,TRUE,TRUE,TRUE,"kept",""
"ADCOST","IT",6166,2700,0.437885176775868,629,0,TRUE,TRUE,FALSE,FALSE,"dropped","low_zero;"
"AIBILL","IT",6166,1952,0.316574764839442,673,1279,TRUE,TRUE,TRUE,TRUE,"kept",""
"AICLOTH","IT",6166,1952,0.316574764839442,580,1372,TRUE,TRUE,TRUE,TRUE,"kept",""
"AICLOTH_DESC","IT",6166,3110,0.504378851767759,0,0,TRUE,FALSE,FALSE,FALSE,"dropped","low_pos;low_zero;"
"AIDNK","IT",6166,1952,0.316574764839442,2,1950,TRUE,FALSE,TRUE,FALSE,"dropped","low_pos;"
"AIMHEA","IT",6166,1952,0.316574764839442,649,1303,TRUE,TRUE,TRUE,TRUE,"kept",""
"AINOTA","IT",6166,1952,0.316574764839442,13,1939,TRUE,FALSE,TRUE,FALSE,"dropped","low_pos;"
"AIPOTH","IT",6166,1952,0.316574764839442,465,1487,TRUE,TRUE,TRUE,TRUE,"kept",""
"AIPOTH_DESC","IT",6166,3110,0.504378851767759,0,0,TRUE,FALSE,FALSE,FALSE,"dropped","low_pos;low_zero;"
"AIPRED","IT",6166,2913,0.472429451832631,1092,0,TRUE,TRUE,FALSE,FALSE,"dropped","low_zero;"
"AIRECT","IT",6166,1952,0.316574764839442,830,1122,TRUE,TRUE,TRUE,TRUE,"kept",""
"AIRFOL","IT",6166,1952,0.316574764839442,1611,341,TRUE,TRUE,TRUE,TRUE,"kept",""
"AISCHE","IT",6166,1952,0.316574764839442,903,1049,TRUE,TRUE,TRUE,TRUE,"kept",""
"AITRAJ","IT",6166,1952,0.316574764839442,1815,137,TRUE,TRUE,TRUE,TRUE,"kept",""
"AMICDK","IT",6166,2813,0.456211482322413,720,2093,TRUE,TRUE,TRUE,TRUE,"kept",""
"AMICEHR","IT",6166,2813,0.456211482322413,724,2089,TRUE,TRUE,TRUE,TRUE,"kept",""
"AMICFF","IT",6166,2813,0.456211482322413,360,2453,TRUE,TRUE,TRUE,TRUE,"kept",""
"AMICHIE","IT",6166,2813,0.456211482322413,183,2630,TRUE,TRUE,TRUE,TRUE,"kept",""
"AMICNES","IT",6166,2813,0.456211482322413,491,2322,TRUE,TRUE,TRUE,TRUE,"kept",""
"AMICPS","IT",6166,2813,0.456211482322413,630,2183,TRUE,TRUE,TRUE,TRUE,"kept",""
"ATEFCA","IT",6166,2989,0.484755108660396,2290,699,TRUE,TRUE,TRUE,TRUE,"kept",""
"CDRDK","IT",6166,2861,0.463996107687318,485,2376,TRUE,TRUE,TRUE,TRUE,"kept",""
"CDREHR","IT",6166,2861,0.463996107687318,1214,1647,TRUE,TRUE,TRUE,TRUE,"kept",""
"CDRFF","IT",6166,2861,0.463996107687318,473,2388,TRUE,TRUE,TRUE,TRUE,"kept",""
"CDRHIE","IT",6166,2861,0.463996107687318,282,2579,TRUE,TRUE,TRUE,TRUE,"kept",""
"CDRNES","IT",6166,2861,0.463996107687318,450,2411,TRUE,TRUE,TRUE,TRUE,"kept",""
"CDRPS","IT",6166,2861,0.463996107687318,593,2268,TRUE,TRUE,TRUE,TRUE,"kept",""
"CIAOUT","IT",6166,2986,0.484268569575089,2237,0,TRUE,TRUE,FALSE,FALSE,"dropped","low_zero;"
"CNTRTCST","IT",6166,2643,0.428640934155044,394,0,TRUE,TRUE,FALSE,FALSE,"dropped","low_zero;"
"COMPCDR","IT",6166,1144,0.185533571196886,534,610,FALSE,TRUE,TRUE,FALSE,"dropped","low_obs;"
"COSTCDR","IT",6166,768,0.124554005838469,486,282,FALSE,TRUE,TRUE,FALSE,"dropped","low_obs;"
"COSTECR","IT",6166,768,0.124554005838469,494,274,FALSE,TRUE,TRUE,FALSE,"dropped","low_obs;"
"COSTERL","IT",6166,768,0.124554005838469,375,393,FALSE,TRUE,TRUE,FALSE,"dropped","low_obs;"
"COSTIRR","IT",6166,768,0.124554005838469,381,387,FALSE,TRUE,TRUE,FALSE,"dropped","low_obs;"
"COSTPHR","IT",6166,768,0.124554005838469,503,265,FALSE,TRUE,TRUE,FALSE,"dropped","low_obs;"
"COSTSSR","IT",6166,768,0.124554005838469,447,321,FALSE,TRUE,TRUE,FALSE,"dropped","low_obs;"
"CUSTINT","IT",6166,2675,0.433830684398313,727,0,TRUE,TRUE,FALSE,FALSE,"dropped","low_zero;"
"DNEXCDR","IT",6166,1058,0.171586117418099,622,436,FALSE,TRUE,TRUE,FALSE,"dropped","low_obs;"
"ECRHIE","IT",6166,2904,0.470969834576711,341,2563,TRUE,TRUE,TRUE,TRUE,"kept",""
"ECRNES","IT",6166,2904,0.470969834576711,518,2386,TRUE,TRUE,TRUE,TRUE,"kept",""
"EQUERY","IT",6166,2901,0.470483295491404,2185,716,TRUE,TRUE,TRUE,TRUE,"kept",""
"ERLHIE","IT",6166,2919,0.473402530003244,513,2406,TRUE,TRUE,TRUE,TRUE,"kept",""
"ERLNES","IT",6166,2919,0.473402530003244,116,2803,TRUE,TRUE,TRUE,TRUE,"kept",""
"HCUHIE","IT",6166,2852,0.462536490431398,114,2738,TRUE,TRUE,TRUE,TRUE,"kept",""
"HCUNES","IT",6166,2852,0.462536490431398,350,2502,TRUE,TRUE,TRUE,TRUE,"kept",""
"IIRHIE","IT",6166,2946,0.477781381771002,609,2337,TRUE,TRUE,TRUE,TRUE,"kept",""
"IIRNES","IT",6166,2946,0.477781381771002,75,2871,TRUE,TRUE,TRUE,TRUE,"kept",""
"MAILRCV","IT",6166,2976,0.482646772624067,1116,0,TRUE,TRUE,FALSE,FALSE,"dropped","low_zero;"
"MAILSND","IT",6166,3000,0.48653908530652,939,0,TRUE,TRUE,FALSE,FALSE,"dropped","low_zero;"
"MLACCU","IT",6166,1872,0.303600389231268,879,0,TRUE,TRUE,FALSE,FALSE,"dropped","low_zero;"
"MLBIAS","IT",6166,1916,0.310736295815764,654,0,TRUE,TRUE,FALSE,FALSE,"dropped","low_zero;"
"MLDEV","IT",6166,1949,0.316088225754136,1600,349,TRUE,TRUE,TRUE,TRUE,"kept",""
"MLDNK","IT",6166,1949,0.316088225754136,18,1931,TRUE,FALSE,TRUE,FALSE,"dropped","low_pos;"
"MLPUBD","IT",6166,1949,0.316088225754136,84,1865,TRUE,TRUE,TRUE,TRUE,"kept",""
"MLSED","IT",6166,1949,0.316088225754136,978,971,TRUE,TRUE,TRUE,TRUE,"kept",""
"MLTHD","IT",6166,1949,0.316088225754136,1051,898,TRUE,TRUE,TRUE,TRUE,"kept",""
"NOCAPRCDR","IT",6166,1596,0.258838793383068,656,940,TRUE,TRUE,TRUE,TRUE,"kept",""
"NOCAPSCDR","IT",6166,478,0.0775218942588388,295,183,FALSE,TRUE,TRUE,FALSE,"dropped","low_obs;"
"ONBPROCDR","IT",6166,925,0.15001621796951,324,601,FALSE,TRUE,TRUE,FALSE,"dropped","low_obs;"
"OSNBHIE","IT",6166,1772,0.287382419721051,1325,447,TRUE,TRUE,TRUE,TRUE,"kept",""
"PEFAPIDNK","IT",6166,3087,0.500648718780409,124,2963,TRUE,TRUE,TRUE,TRUE,"kept",""
"PEFAPIIS","IT",6166,3087,0.500648718780409,2443,644,TRUE,TRUE,TRUE,TRUE,"kept",""
"PEFAPINO","IT",6166,3087,0.500648718780409,476,2611,TRUE,TRUE,TRUE,TRUE,"kept",""
"PEFAPIOS","IT",6166,3087,0.500648718780409,2068,1019,TRUE,TRUE,TRUE,TRUE,"kept",""
"PEFAPIS","IT",6166,3066,0.497242945183263,1039,2027,TRUE,TRUE,TRUE,TRUE,"kept",""
"PHIOUT","IT",6166,2964,0.480700616282841,1293,0,TRUE,TRUE,FALSE,FALSE,"dropped","low_zero;"
"PHRHIE","IT",6166,2903,0.470807654881609,434,2469,TRUE,TRUE,TRUE,TRUE,"kept",""
"PHRNES","IT",6166,2903,0.470807654881609,346,2557,TRUE,TRUE,TRUE,TRUE,"kept",""
"PTEFCA","IT",6166,2239,0.363120337333766,660,0,TRUE,TRUE,FALSE,FALSE,"dropped","low_zero;"
"RELINFCDR","IT",6166,520,0.0843334414531301,305,215,FALSE,TRUE,TRUE,FALSE,"dropped","low_obs;"
"SCTOOL","IT",6166,2131,0.345604930262731,861,0,TRUE,TRUE,FALSE,FALSE,"dropped","low_zero;"
"SHIEC","IT",6166,2886,0.468050600064872,162,2724,TRUE,TRUE,TRUE,TRUE,"kept",""
"SHSRLHIE","IT",6166,2851,0.462374310736296,41,0,TRUE,TRUE,FALSE,FALSE,"dropped","low_zero;"
"SSRHIE","IT",6166,2944,0.477457022380798,546,2398,TRUE,TRUE,TRUE,TRUE,"kept",""
"SSRNES","IT",6166,2944,0.477457022380798,138,2806,TRUE,TRUE,TRUE,TRUE,"kept",""
"VOCABCDR","IT",6166,588,0.0953616607200778,221,367,FALSE,TRUE,TRUE,FALSE,"dropped","low_obs;"
