"module_score","n_obs","n_groups","grand_mean","between_var","within_var","icc_like"
"M1_score",6166,400,3.0407407865196,10.6257428951656,35.5648528556254,0.230041261050062
"M2_score",4473,368,0.694374335458365,0.0362173988189066,0.0224218927038849,0.617630225031451
